	id	main_affiliation	for_v1_first_level	for_v1_second_level
974	pub.1130392179	grid.419728.1	Psychology and Cognitive Sciences	
975	pub.1130392179	grid.412346.6	Medical and Health Sciences	
976	pub.1130392179	grid.412346.6	Psychology and Cognitive Sciences	
977	pub.1130392179	grid.241103.5	Medical and Health Sciences	
978	pub.1130392179	grid.241103.5	Psychology and Cognitive Sciences	
979	pub.1130392179	grid.411984.1	Medical and Health Sciences	
980	pub.1130392179	grid.411984.1	Psychology and Cognitive Sciences	
981	pub.1130392179	grid.7445.2	Medical and Health Sciences	
982	pub.1130392179	grid.7445.2	Psychology and Cognitive Sciences	
983	pub.1130397336	grid.5253.1	Medical and Health Sciences	Cardiorespiratory Medicine and Haematology
984	pub.1130397336	grid.7497.d	Medical and Health Sciences	Cardiorespiratory Medicine and Haematology
985	pub.1130397336	grid.411984.1	Medical and Health Sciences	Cardiorespiratory Medicine and Haematology
986	pub.1130504966	grid.411984.1	Medical and Health Sciences	Cardiorespiratory Medicine and Haematology
987	pub.1130538308	grid.5386.8	Medical and Health Sciences	Clinical Sciences
988	pub.1130538308	grid.424247.3	Medical and Health Sciences	Clinical Sciences
989	pub.1130575443	grid.7450.6	Medical and Health Sciences	
990	pub.1130575443	grid.17635.36	Medical and Health Sciences	
991	pub.1130575443	grid.13097.3c	Medical and Health Sciences	
992	pub.1130577951	grid.411984.1	Medical and Health Sciences	Immunology
993	pub.1130577951	grid.418215.b	Medical and Health Sciences	Immunology
994	pub.1130649899	grid.7450.6	Medical and Health Sciences	Ophthalmology and Optometry
995	pub.1130649899	grid.411984.1	Medical and Health Sciences	Ophthalmology and Optometry
996	pub.1130654923	grid.144767.7	Medical and Health Sciences	Clinical Sciences
997	pub.1130654923	grid.7841.a	Medical and Health Sciences	Clinical Sciences
998	pub.1130654923	grid.7637.5	Medical and Health Sciences	Clinical Sciences
999	pub.1130654923	grid.477189.4	Medical and Health Sciences	Clinical Sciences
1000	pub.1130654923	grid.7450.6	Medical and Health Sciences	Clinical Sciences
1001	pub.1130654923	grid.415093.a	Medical and Health Sciences	Clinical Sciences
1002	pub.1130654923	grid.4708.b	Medical and Health Sciences	Clinical Sciences
1003	pub.1130674538	grid.411984.1	Medical and Health Sciences	Clinical Sciences
1004	pub.1130674538	grid.411984.1	Medical and Health Sciences	Neurosciences
1005	pub.1130674538	grid.411984.1	Medical and Health Sciences	Ophthalmology and Optometry
1006	pub.1130687096	grid.500035.3	Medical and Health Sciences	Immunology
1007	pub.1130687096	grid.10253.35	Medical and Health Sciences	Immunology
1008	pub.1130687096	grid.6363.0	Medical and Health Sciences	Immunology
1009	pub.1130687096	grid.42327.30	Medical and Health Sciences	Immunology
1010	pub.1130687096	grid.410607.4	Medical and Health Sciences	Immunology
1011	pub.1130687096	grid.10825.3e	Medical and Health Sciences	Immunology
1012	pub.1130687096	grid.22937.3d	Medical and Health Sciences	Immunology
1013	pub.1130687096	grid.24704.35	Medical and Health Sciences	Immunology
1014	pub.1130687096	grid.5120.6	Medical and Health Sciences	Immunology
1015	pub.1130687096	grid.7256.6	Medical and Health Sciences	Immunology
1016	pub.1130687096	grid.4714.6	Medical and Health Sciences	Immunology
1017	pub.1130687096	grid.412004.3	Medical and Health Sciences	Immunology
1018	pub.1130687096	grid.420545.2	Medical and Health Sciences	Immunology
1019	pub.1130687096	grid.412282.f	Medical and Health Sciences	Immunology
1020	pub.1130687096	grid.7763.5	Medical and Health Sciences	Immunology
1021	pub.1130687096	grid.15485.3d	Medical and Health Sciences	Immunology
1022	pub.1130687096	grid.239395.7	Medical and Health Sciences	Immunology
1023	pub.1130687096	grid.4795.f	Medical and Health Sciences	Immunology
1024	pub.1130687096	grid.473675.4	Medical and Health Sciences	Immunology
1025	pub.1130687096	grid.11598.34	Medical and Health Sciences	Immunology
1026	pub.1130687096	grid.10388.32	Medical and Health Sciences	Immunology
1027	pub.1130687096	grid.6936.a	Medical and Health Sciences	Immunology
1028	pub.1130687096	grid.8379.5	Medical and Health Sciences	Immunology
1029	pub.1130687096	grid.1957.a	Medical and Health Sciences	Immunology
1030	pub.1130687096	grid.6190.e	Medical and Health Sciences	Immunology
1031	pub.1130687096	grid.5802.f	Medical and Health Sciences	Immunology
1032	pub.1130687096	grid.4562.5	Medical and Health Sciences	Immunology
1033	pub.1130687096	grid.15474.33	Medical and Health Sciences	Immunology
1034	pub.1130687096	grid.4567.0	Medical and Health Sciences	Immunology
1035	pub.1130687096	grid.10392.39	Medical and Health Sciences	Immunology
1036	pub.1130687096	grid.469999.2	Medical and Health Sciences	Immunology
1037	pub.1130687096	grid.16149.3b	Medical and Health Sciences	Immunology
1038	pub.1130687096	grid.411984.1	Medical and Health Sciences	Immunology
1039	pub.1130687096	grid.476971.a	Medical and Health Sciences	Immunology
1040	pub.1130687096	grid.7400.3	Medical and Health Sciences	Immunology
1041	pub.1130687096	grid.8515.9	Medical and Health Sciences	Immunology
1042	pub.1130687096	grid.8591.5	Medical and Health Sciences	Immunology
1043	pub.1130687096	grid.8664.c	Medical and Health Sciences	Immunology
1044	pub.1130687096	grid.10423.34	Medical and Health Sciences	Immunology
1045	pub.1130687096	grid.14778.3d	Medical and Health Sciences	Immunology
1046	pub.1130687096	grid.477805.9	Medical and Health Sciences	Immunology
1047	pub.1130687096	grid.410718.b	Medical and Health Sciences	Immunology
1048	pub.1130687096	grid.418041.8	Medical and Health Sciences	Immunology
1049	pub.1130687096	grid.7872.a	Medical and Health Sciences	Immunology
1050	pub.1130687096	grid.7692.a	Medical and Health Sciences	Immunology
1051	pub.1130687096	grid.7429.8	Medical and Health Sciences	Immunology
1052	pub.1130687096	grid.4495.c	Medical and Health Sciences	Immunology
1053	pub.1130718178	grid.428999.7	Medical and Health Sciences	Immunology
1054	pub.1130718178	grid.508487.6	Medical and Health Sciences	Immunology
1055	pub.1130718178	grid.418215.b	Medical and Health Sciences	Immunology
1056	pub.1130787494	grid.24827.3b	Medical and Health Sciences	Medical Microbiology
1057	pub.1130787494	grid.5718.b	Medical and Health Sciences	Medical Microbiology
1058	pub.1130787494	grid.418215.b	Medical and Health Sciences	Medical Microbiology
1059	pub.1130787494	grid.489540.4	Medical and Health Sciences	Medical Microbiology
1060	pub.1130787494	grid.411937.9	Medical and Health Sciences	Medical Microbiology
1061	pub.1130838131	grid.410718.b	Medical and Health Sciences	Immunology
1062	pub.1130838131	grid.6190.e	Medical and Health Sciences	Immunology
1063	pub.1130838131	grid.410712.1	Medical and Health Sciences	Immunology
1064	pub.1130838131	grid.411984.1	Medical and Health Sciences	Immunology
1065	pub.1130838131	grid.5718.b	Medical and Health Sciences	Immunology
1066	pub.1130905765	grid.8379.5	Medical and Health Sciences	Pharmacology and Pharmaceutical Sciences
1067	pub.1130905765	grid.412970.9	Medical and Health Sciences	Pharmacology and Pharmaceutical Sciences
1068	pub.1130905765	grid.419835.2	Medical and Health Sciences	Pharmacology and Pharmaceutical Sciences
1069	pub.1130905765	grid.411984.1	Medical and Health Sciences	Pharmacology and Pharmaceutical Sciences
1070	pub.1130905765	grid.5718.b	Medical and Health Sciences	Pharmacology and Pharmaceutical Sciences
1071	pub.1130928774	grid.5603.0	Medical and Health Sciences	Public Health and Health Services
1072	pub.1130928774	grid.5570.7	Medical and Health Sciences	Public Health and Health Services
1073	pub.1130928774	grid.411984.1	Medical and Health Sciences	Public Health and Health Services
1074	pub.1130928774	grid.7450.6	Medical and Health Sciences	Public Health and Health Services
1075	pub.1130970490	grid.419514.c	Economics	Econometrics
1076	pub.1130970490	grid.9122.8	Economics	Econometrics
1077	pub.1130970490	grid.7450.6	Economics	Econometrics
1078	pub.1130985011	grid.411984.1	Medical and Health Sciences	Public Health and Health Services
1079	pub.1130985011	grid.10423.34	Medical and Health Sciences	Public Health and Health Services
1080	pub.1130985011	grid.411760.5	Medical and Health Sciences	Public Health and Health Services
1081	pub.1130993678	grid.419481.1	Medical and Health Sciences	Clinical Sciences
1082	pub.1130993678	grid.411984.1	Medical and Health Sciences	Clinical Sciences
1083	pub.1131077045	grid.411984.1	Medical and Health Sciences	Clinical Sciences
1084	pub.1131077045	grid.411984.1	Medical and Health Sciences	Immunology
1085	pub.1131077045	grid.411984.1	Medical and Health Sciences	Public Health and Health Services
1086	pub.1131101178	grid.7450.6	Law and Legal Studies	Law
1087	pub.1131202528	grid.5155.4	Commerce, Management, Tourism and Services	Business and Management
1088	pub.1131202528	grid.7450.6	Commerce, Management, Tourism and Services	Business and Management
1089	pub.1131204097	grid.411984.1	Biological Sciences	Microbiology
1090	pub.1131204097	grid.411984.1	Medical and Health Sciences	Immunology
1091	pub.1131204097	grid.10493.3f	Biological Sciences	Microbiology
1092	pub.1131204097	grid.10493.3f	Medical and Health Sciences	Immunology
1093	pub.1131204097	grid.6363.0	Biological Sciences	Microbiology
1094	pub.1131204097	grid.6363.0	Medical and Health Sciences	Immunology
1095	pub.1131204097	grid.452235.7	Biological Sciences	Microbiology
1096	pub.1131204097	grid.452235.7	Medical and Health Sciences	Immunology
1097	pub.1131215812	grid.7450.6	Chemical Sciences	Medicinal and Biomolecular Chemistry
1098	pub.1131215812	grid.7450.6	Chemical Sciences	Organic Chemistry
1099	pub.1131215812	grid.7450.6	Chemical Sciences	Theoretical and Computational Chemistry
1100	pub.1131216008	grid.7450.6	Medical and Health Sciences	Public Health and Health Services
1101	pub.1131255014	grid.10420.37	Environmental Sciences	Environmental Science and Management
1102	pub.1131255014	grid.7450.6	Environmental Sciences	Environmental Science and Management
1103	pub.1131255014	grid.8379.5	Environmental Sciences	Environmental Science and Management
1104	pub.1131304301	grid.411984.1	Medical and Health Sciences	Immunology
1105	pub.1131304301	grid.38603.3e	Medical and Health Sciences	Immunology
1106	pub.1131304301	grid.419522.9	Medical and Health Sciences	Immunology
1107	pub.1131366772	grid.7048.b	Medical and Health Sciences	Medical Microbiology
1108	pub.1131366772	grid.154185.c	Medical and Health Sciences	Medical Microbiology
1109	pub.1131366772	grid.465524.4	Medical and Health Sciences	Medical Microbiology
1110	pub.1131366772	grid.4991.5	Medical and Health Sciences	Medical Microbiology
1111	pub.1131366772	grid.414148.c	Medical and Health Sciences	Medical Microbiology
1112	pub.1131366772	grid.28046.38	Medical and Health Sciences	Medical Microbiology
1113	pub.1131366772	grid.249335.a	Medical and Health Sciences	Medical Microbiology
1114	pub.1131366772	grid.5254.6	Medical and Health Sciences	Medical Microbiology
1115	pub.1131366772	grid.411984.1	Medical and Health Sciences	Medical Microbiology
1116	pub.1131366772	grid.21155.32	Medical and Health Sciences	Medical Microbiology
1117	pub.1131366772	grid.452606.3	Medical and Health Sciences	Medical Microbiology
1118	pub.1131448655	grid.224260.0	Biological Sciences	Biochemistry and Cell Biology
1119	pub.1131448655	grid.257413.6	Biological Sciences	Biochemistry and Cell Biology
1120	pub.1131448655	grid.261331.4	Biological Sciences	Biochemistry and Cell Biology
1121	pub.1131448655	grid.17091.3e	Biological Sciences	Biochemistry and Cell Biology
1122	pub.1131448655	grid.418140.8	Biological Sciences	Biochemistry and Cell Biology
1123	pub.1131448655	grid.264727.2	Biological Sciences	Biochemistry and Cell Biology
1124	pub.1131448655	grid.31501.36	Biological Sciences	Biochemistry and Cell Biology
1125	pub.1131448655	grid.51462.34	Biological Sciences	Biochemistry and Cell Biology
1126	pub.1131464447	grid.419514.c	Mathematical Sciences	Pure Mathematics
1127	pub.1131464447	grid.7450.6	Mathematical Sciences	Pure Mathematics
1128	pub.1131471047	grid.486565.c	Environmental Sciences	Environmental Science and Management
1129	pub.1131471047	grid.470666.5	Environmental Sciences	Environmental Science and Management
1130	pub.1131471047	grid.7450.6	Environmental Sciences	Environmental Science and Management
1131	pub.1131471047	grid.443388.0	Environmental Sciences	Environmental Science and Management
1132	pub.1131471047	grid.1008.9	Environmental Sciences	Environmental Science and Management
1133	pub.1131471047	grid.458477.d	Environmental Sciences	Environmental Science and Management
1134	pub.1131471047	grid.11875.3a	Environmental Sciences	Environmental Science and Management
1135	pub.1131471047	grid.1003.2	Environmental Sciences	Environmental Science and Management
1136	pub.1131471047	grid.7922.e	Environmental Sciences	Environmental Science and Management
1137	pub.1131471047	grid.412151.2	Environmental Sciences	Environmental Science and Management
1138	pub.1131471047	grid.411189.4	Environmental Sciences	Environmental Science and Management
1139	pub.1131471047	grid.10863.3c	Environmental Sciences	Environmental Science and Management
1140	pub.1131471047	grid.444644.2	Environmental Sciences	Environmental Science and Management
1141	pub.1131471047	grid.444233.6	Environmental Sciences	Environmental Science and Management
1142	pub.1131471047	grid.412660.7	Environmental Sciences	Environmental Science and Management
1143	pub.1131471047	grid.440435.2	Environmental Sciences	Environmental Science and Management
1144	pub.1131471047	grid.4562.5	Environmental Sciences	Environmental Science and Management
1145	pub.1131624623	grid.7450.6	Medical and Health Sciences	Clinical Sciences
1146	pub.1131624623	grid.7450.6	Medical and Health Sciences	Public Health and Health Services
1147	pub.1131624623	grid.17635.36	Medical and Health Sciences	Clinical Sciences
1148	pub.1131624623	grid.17635.36	Medical and Health Sciences	Public Health and Health Services
1149	pub.1131624623	grid.4708.b	Medical and Health Sciences	Clinical Sciences
1150	pub.1131624623	grid.4708.b	Medical and Health Sciences	Public Health and Health Services
1151	pub.1131624623	grid.13097.3c	Medical and Health Sciences	Clinical Sciences
1152	pub.1131624623	grid.13097.3c	Medical and Health Sciences	Public Health and Health Services
1153	pub.1131624687	grid.419837.0	Medical and Health Sciences	Cardiorespiratory Medicine and Haematology
1154	pub.1131624687	grid.461820.9	Medical and Health Sciences	Cardiorespiratory Medicine and Haematology
1155	pub.1131624687	grid.459927.4	Medical and Health Sciences	Cardiorespiratory Medicine and Haematology
1156	pub.1131624687	grid.507576.6	Medical and Health Sciences	Cardiorespiratory Medicine and Haematology
1157	pub.1131624687	grid.419835.2	Medical and Health Sciences	Cardiorespiratory Medicine and Haematology
1158	pub.1131624687	grid.492781.1	Medical and Health Sciences	Cardiorespiratory Medicine and Haematology
1159	pub.1131624687	grid.418466.9	Medical and Health Sciences	Cardiorespiratory Medicine and Haematology
1160	pub.1131624687	grid.419802.6	Medical and Health Sciences	Cardiorespiratory Medicine and Haematology
1161	pub.1131624687	grid.411984.1	Medical and Health Sciences	Cardiorespiratory Medicine and Haematology
1162	pub.1131624687	grid.440250.7	Medical and Health Sciences	Cardiorespiratory Medicine and Haematology
