	main_affiliation	category	category_count
1842	grid.415131.3	Public Health and Health Services	1
1843	grid.415131.3	Medical and Health Sciences	1
1844	grid.4793.9	Public Health and Health Services	1
1845	grid.4793.9	Medical and Health Sciences	1
1846	grid.426108.9	Public Health and Health Services	1
1847	grid.426108.9	Medical and Health Sciences	1
1848	grid.5216.0	Public Health and Health Services	1
1849	grid.5379.8	Public Health and Health Services	1
1850	grid.5379.8	Medical and Health Sciences	1
1851	grid.446122.7	Public Health and Health Services	1
1852	grid.446122.7	Medical and Health Sciences	1
1853	grid.488480.8	Public Health and Health Services	1
1854	grid.488480.8	Medical and Health Sciences	1
1855	grid.414775.4	Public Health and Health Services	1
1856	grid.414775.4	Medical and Health Sciences	1
1857	grid.10253.35	Public Health and Health Services	1
1858	grid.414680.f	Public Health and Health Services	1
1859	grid.414680.f	Medical and Health Sciences	1
1860	grid.20736.30	Public Health and Health Services	1
1861	grid.20736.30	Medical and Health Sciences	1
1862	grid.412881.6	Public Health and Health Services	1
1863	grid.412881.6	Medical and Health Sciences	1
1864	grid.413396.a	Public Health and Health Services	1
1865	grid.410570.7	Public Health and Health Services	1
1866	grid.410570.7	Medical and Health Sciences	1
1867	grid.410563.5	Public Health and Health Services	1
1868	grid.410563.5	Medical and Health Sciences	1
1869	grid.257022.0	Public Health and Health Services	1
1870	grid.257022.0	Medical and Health Sciences	1
1871	grid.6451.6	Public Health and Health Services	1
1872	grid.6451.6	Medical and Health Sciences	1
1873	grid.8536.8	Public Health and Health Services	1
1874	grid.8536.8	Medical and Health Sciences	1
1875	grid.5645.2	Public Health and Health Services	1
1876	grid.5645.2	Medical and Health Sciences	1
1877	grid.154185.c	Public Health and Health Services	1
1878	grid.5330.5	Public Health and Health Services	1
1879	grid.452702.6	Public Health and Health Services	1
1880	grid.452702.6	Medical and Health Sciences	1
1881	grid.412536.7	Public Health and Health Services	1
1882	grid.412536.7	Medical and Health Sciences	1
1883	grid.8267.b	Public Health and Health Services	1
1884	grid.411472.5	Public Health and Health Services	1
1885	grid.411472.5	Medical and Health Sciences	1
1886	grid.9764.c	Genetics	1
1887	grid.9764.c	Biological Sciences	1
1888	grid.5254.6	Genetics	1
1889	grid.5254.6	Biological Sciences	1
1890	grid.10939.32	Genetics	1
1891	grid.10939.32	Biological Sciences	1
1892	grid.5947.f	Genetics	1
1893	grid.5947.f	Biological Sciences	1
1894	grid.412468.d	Genetics	1
1895	grid.412468.d	Biological Sciences	1
1896	grid.461852.c	Genetics	1
1897	grid.461852.c	Biological Sciences	1
1898	grid.154185.c	Genetics	1
1899	grid.154185.c	Biological Sciences	1
1900	grid.214458.e	Genetics	1
1901	grid.214458.e	Biological Sciences	1
1902	grid.22937.3d	Genetics	1
1903	grid.5510.1	Genetics	1
1904	grid.5510.1	Biological Sciences	1
1905	grid.6190.e	Genetics	1
1906	grid.45083.3a	Genetics	1
1907	grid.45083.3a	Biological Sciences	1
1908	grid.4562.5	Genetics	1
1909	grid.13652.33	Genetics	1
1910	grid.414625.0	Genetics	1
1911	grid.414625.0	Biological Sciences	1
1912	grid.416369.f	Genetics	1
1913	grid.416369.f	Biological Sciences	1
1914	grid.4973.9	Genetics	1
1915	grid.4973.9	Biological Sciences	1
1916	grid.5603.0	Genetics	1
1917	grid.5603.0	Biological Sciences	1
1918	grid.1002.3	Genetics	1
1919	grid.1002.3	Biological Sciences	1
1920	grid.6546.1	Good Health and Well Being	1
1921	grid.6546.1	Artificial Intelligence and Image Processing	1
1922	grid.6546.1	Computation Theory and Mathematics	1
1923	grid.6546.1	Information and Computing Sciences	1
1924	grid.5253.1	Artificial Intelligence and Image Processing	1
1925	grid.5253.1	Computation Theory and Mathematics	1
1926	grid.5253.1	Information and Computing Sciences	1
1927	grid.4827.9	Good Health and Well Being	1
1928	grid.4827.9	Artificial Intelligence and Image Processing	1
1929	grid.4827.9	Computation Theory and Mathematics	1
1930	grid.4827.9	Information and Computing Sciences	1
1931	grid.424699.4	Good Health and Well Being	1
1932	grid.424699.4	Artificial Intelligence and Image Processing	1
1933	grid.424699.4	Computation Theory and Mathematics	1
1934	grid.4488.0	Artificial Intelligence and Image Processing	1
1935	grid.4488.0	Computation Theory and Mathematics	1
1936	grid.4488.0	Information and Computing Sciences	1
1937	grid.10423.34	Computation Theory and Mathematics	1
1938	grid.10493.3f	Artificial Intelligence and Image Processing	1
1939	grid.10493.3f	Computation Theory and Mathematics	1
1940	grid.10493.3f	Information and Computing Sciences	1
1941	grid.417109.a	Cardiorespiratory Medicine and Haematology	1
1942	grid.417109.a	Medical and Health Sciences	1
1943	grid.420072.3	Cardiorespiratory Medicine and Haematology	1
1944	grid.420072.3	Medical and Health Sciences	1
1945	grid.500058.8	Public Health and Health Services	1
1946	grid.500058.8	Medical and Health Sciences	1
1947	grid.478011.b	Public Health and Health Services	1
1948	grid.478011.b	Medical and Health Sciences	1
1949	grid.34477.33	Environmental Science and Management	1
1950	grid.34477.33	Ecology	1
1951	grid.34477.33	Environmental Sciences	1
1952	grid.5522.0	Public Health and Health Services	1
1953	grid.5522.0	Medical and Health Sciences	1
1954	grid.9018.0	Public Health and Health Services	1
1955	grid.9018.0	Medical and Health Sciences	1
1956	grid.8954.0	Public Health and Health Services	1
1957	grid.8954.0	Medical and Health Sciences	1
1958	grid.451233.2	Public Health and Health Services	1
1959	grid.451233.2	Medical and Health Sciences	1
1960	grid.12136.37	Public Health and Health Services	1
1961	grid.7256.6	Public Health and Health Services	1
1962	grid.417390.8	Genetics	1
1963	grid.417390.8	Biological Sciences	1
1964	grid.418497.7	Genetics	1
1965	grid.418497.7	Biological Sciences	1
1966	grid.5386.8	Genetics	1
1967	grid.5386.8	Biological Sciences	1
1968	grid.11047.33	Genetics	1
1969	grid.11047.33	Biological Sciences	1
1970	grid.445630.0	Climate Action	1
1971	grid.445630.0	Political Science	1
1972	grid.445630.0	Studies in Human Society	1
1973	grid.452413.5	Public Health and Health Services	1
1974	grid.452413.5	Medical and Health Sciences	1
1975	grid.413973.b	Good Health and Well Being	1
1976	grid.413973.b	Immunology	1
1977	grid.413973.b	Medical and Health Sciences	1
1978	grid.1005.4	Immunology	1
1979	grid.452919.2	Good Health and Well Being	1
1980	grid.452919.2	Immunology	1
1981	grid.452919.2	Medical and Health Sciences	1
1982	grid.1013.3	Good Health and Well Being	1
1983	grid.1013.3	Immunology	1
1984	grid.1013.3	Medical and Health Sciences	1
1985	grid.420118.e	Good Health and Well Being	1
1986	grid.420118.e	Immunology	1
1987	grid.420118.e	Medical and Health Sciences	1
1988	grid.117476.2	Good Health and Well Being	1
1989	grid.117476.2	Immunology	1
1990	grid.117476.2	Medical and Health Sciences	1
1991	grid.1029.a	Good Health and Well Being	1
1992	grid.1029.a	Immunology	1
1993	grid.1029.a	Medical and Health Sciences	1
1994	grid.6363.0	Zero Hunger	1
1995	grid.452396.f	Zero Hunger	1
1996	grid.410721.1	Zero Hunger	1
1997	grid.410721.1	Clinical Sciences	1
1998	grid.7372.1	Zero Hunger	1
1999	grid.7372.1	Clinical Sciences	1
2000	grid.415033.0	Public Health and Health Services	1
2001	grid.477277.6	Clinical Sciences	1
2002	grid.477277.6	Medical and Health Sciences	1
2003	grid.460088.2	Clinical Sciences	1
2004	grid.460088.2	Medical and Health Sciences	1
2005	grid.419835.2	Clinical Sciences	1
2006	grid.459950.4	Clinical Sciences	1
2007	grid.459950.4	Medical and Health Sciences	1
2008	grid.470036.6	Clinical Sciences	1
2009	grid.470036.6	Medical and Health Sciences	1
2010	grid.29524.38	Clinical Sciences	1
2011	grid.29524.38	Medical and Health Sciences	1
2012	grid.491961.2	Clinical Sciences	1
2013	grid.491961.2	Medical and Health Sciences	1
2014	grid.488379.9	Clinical Sciences	1
2015	grid.488379.9	Medical and Health Sciences	1
2016	grid.7563.7	Clinical Sciences	1
2017	grid.419557.b	Clinical Sciences	1
2018	grid.419557.b	Medical and Health Sciences	1
2019	grid.239395.7	Cardiorespiratory Medicine and Haematology	1
2020	grid.411746.1	Cardiorespiratory Medicine and Haematology	1
2021	grid.411746.1	Clinical Sciences	1
2022	grid.411746.1	Medical and Health Sciences	1
2023	grid.411495.c	Cardiorespiratory Medicine and Haematology	1
2024	grid.411495.c	Clinical Sciences	1
2025	grid.411495.c	Medical and Health Sciences	1
2026	grid.11375.31	Physical Chemistry (incl. Structural)	1
2027	grid.11375.31	Chemical Sciences	1
2028	grid.4991.5	Physical Chemistry (incl. Structural)	1
2029	grid.4991.5	Chemical Sciences	1
2030	grid.411339.d	Analytical Chemistry	1
2031	grid.411339.d	Other Chemical Sciences	1
2032	grid.411339.d	Chemical Sciences	1
2033	grid.9647.c	Analytical Chemistry	1
2034	grid.9647.c	Other Chemical Sciences	1
2035	grid.9647.c	Chemical Sciences	1
2036	grid.418508.0	Analytical Chemistry	1
2037	grid.418508.0	Other Chemical Sciences	1
2038	grid.418508.0	Chemical Sciences	1
2039	grid.7776.1	Analytical Chemistry	1
2040	grid.7776.1	Other Chemical Sciences	1
2041	grid.7269.a	Analytical Chemistry	1
2042	grid.7269.a	Other Chemical Sciences	1
2043	grid.7269.a	Chemical Sciences	1
2044	grid.452463.2	Analytical Chemistry	1
2045	grid.452463.2	Other Chemical Sciences	1
2046	grid.452463.2	Chemical Sciences	1
2047	grid.508234.8	Analytical Chemistry	1
2048	grid.508234.8	Other Chemical Sciences	1
2049	grid.508234.8	Chemical Sciences	1
2050	grid.11348.3f	Analytical Chemistry	1
2051	grid.11348.3f	Other Chemical Sciences	1
2052	grid.11348.3f	Chemical Sciences	1
2053	grid.6214.1	Mathematical Sciences	1
2054	grid.6214.1	Physical Sciences	1
2055	grid.6214.1	Engineering	1
2056	grid.466750.6	Mathematical Sciences	1
2057	grid.466750.6	Physical Sciences	1
2058	grid.466750.6	Engineering	1
2059	grid.16008.3f	Medical and Health Sciences	1
2060	grid.452540.2	Medical and Health Sciences	1
2061	grid.8127.c	Medical and Health Sciences	1
2062	grid.12082.39	Good Health and Well Being	1
2063	grid.12082.39	Industry, Innovation and Infrastructure	1
2064	grid.12082.39	Economics	1
2065	grid.5570.7	Clinical Sciences	1
2066	grid.411941.8	Clinical Sciences	1
2067	grid.412469.c	Clinical Sciences	1
2068	grid.412469.c	Medical and Health Sciences	1
2069	grid.411668.c	Clinical Sciences	1
2070	grid.413108.f	Clinical Sciences	1
2071	grid.413108.f	Medical and Health Sciences	1
2072	grid.411937.9	Clinical Sciences	1
2073	grid.15090.3d	Clinical Sciences	1
2074	grid.15474.33	Clinical Sciences	1
2075	grid.4709.a	Biological Sciences	1
2076	grid.4709.a	Technology	1
2077	grid.4709.a	Medical and Health Sciences	1
2078	grid.418508.0	Good Health and Well Being	1
2079	grid.418508.0	Medical Microbiology	1
2080	grid.418508.0	Medical and Health Sciences	1
2081	grid.22072.35	Environmental Science and Management	1
2082	grid.22072.35	Environmental Sciences	1
2083	grid.507636.1	Environmental Science and Management	1
2084	grid.507636.1	Environmental Sciences	1
2085	grid.8752.8	Environmental Science and Management	1
2086	grid.8752.8	Environmental Sciences	1
2087	grid.137628.9	Environmental Science and Management	1
2088	grid.137628.9	Environmental Sciences	1
2089	grid.421582.8	Environmental Science and Management	1
2090	grid.421582.8	Environmental Sciences	1
2091	grid.4305.2	Environmental Science and Management	1
2092	grid.4305.2	Environmental Sciences	1
2093	grid.418377.e	Environmental Science and Management	1
2094	grid.418377.e	Environmental Sciences	1
2095	grid.453420.4	Environmental Science and Management	1
2096	grid.453420.4	Environmental Sciences	1
2097	grid.417634.3	Environmental Science and Management	1
2098	grid.417634.3	Environmental Sciences	1
2099	grid.39382.33	Environmental Science and Management	1
2100	grid.39382.33	Environmental Sciences	1
2101	grid.5612.0	Environmental Science and Management	1
2102	grid.5612.0	Environmental Sciences	1
2103	grid.134907.8	Environmental Science and Management	1
2104	grid.134907.8	Environmental Sciences	1
2105	grid.419010.d	Environmental Science and Management	1
2106	grid.419010.d	Environmental Sciences	1
2107	grid.185669.5	Environmental Science and Management	1
2108	grid.185669.5	Environmental Sciences	1
2109	grid.425902.8	Environmental Science and Management	1
2110	grid.425902.8	Environmental Sciences	1
2111	grid.11478.3b	Environmental Science and Management	1
2112	grid.11478.3b	Environmental Sciences	1
2113	grid.47840.3f	Zero Hunger	1
2114	grid.47840.3f	Applied Economics	1
2115	grid.47840.3f	Economics	1
2116	grid.479464.c	Zero Hunger	1
2117	grid.479464.c	Applied Economics	1
2118	grid.479464.c	Economics	1
2119	grid.27860.3b	Zero Hunger	1
2120	grid.27860.3b	Applied Economics	1
2121	grid.27860.3b	Economics	1
2122	grid.16753.36	Zero Hunger	1
2123	grid.16753.36	Applied Economics	1
2124	grid.16753.36	Economics	1
2125	grid.1021.2	Zero Hunger	1
2126	grid.1021.2	Applied Economics	1
2127	grid.1021.2	Economics	1
2128	grid.6612.3	Zero Hunger	1
2129	grid.6612.3	Applied Economics	1
2130	grid.6612.3	Economics	1
2131	grid.10548.38	Zero Hunger	1
2132	grid.10548.38	Applied Economics	1
2133	grid.10548.38	Economics	1
2134	grid.16750.35	Zero Hunger	1
2135	grid.16750.35	Applied Economics	1
2136	grid.16750.35	Economics	1
2137	grid.168010.e	Zero Hunger	1
2138	grid.168010.e	Applied Economics	1
2139	grid.168010.e	Economics	1
2140	grid.47100.32	Zero Hunger	1
2141	grid.47100.32	Applied Economics	1
2142	grid.47100.32	Economics	1
2143	grid.13388.31	Zero Hunger	1
2144	grid.13388.31	Applied Economics	1
2145	grid.13388.31	Economics	1
2146	grid.38142.3c	Zero Hunger	1
2147	grid.38142.3c	Applied Economics	1
2148	grid.38142.3c	Economics	1
2149	grid.4818.5	Applied Economics	1
2150	grid.4818.5	Economics	1
2151	grid.46699.34	Neurosciences	1
2152	grid.13097.3c	Neurosciences	1
2153	grid.470122.2	Clinical Sciences	1
2154	grid.24381.3c	Clinical Sciences	1
2155	grid.4989.c	Clinical Sciences	1
2156	grid.412966.e	Clinical Sciences	1
2157	grid.411798.2	Clinical Sciences	1
2158	grid.419837.0	Clinical Sciences	1
2159	grid.440250.7	Clinical Sciences	1
2160	grid.491928.f	Clinical Sciences	1
2161	grid.411091.c	Good Health and Well Being	1
2162	grid.411091.c	Clinical Sciences	1
2163	grid.411091.c	Public Health and Health Services	1
2164	grid.411091.c	Medical and Health Sciences	1
2165	grid.416008.b	Good Health and Well Being	1
2166	grid.416008.b	Clinical Sciences	1
2167	grid.416008.b	Public Health and Health Services	1
2168	grid.416008.b	Medical and Health Sciences	1
2169	grid.488779.d	Good Health and Well Being	1
2170	grid.458414.8	Public Health and Health Services	1
2171	grid.458414.8	Medical and Health Sciences	1
2172	grid.411941.8	Cardiorespiratory Medicine and Haematology	1
2173	grid.5560.6	Climate Action	1
2174	grid.5560.6	Macromolecular and Materials Chemistry	1
2175	grid.5560.6	Chemical Sciences	1
2176	grid.5603.0	Climate Action	1
2177	grid.5603.0	Macromolecular and Materials Chemistry	1
2178	grid.5603.0	Chemical Sciences	1
2179	grid.7892.4	Climate Action	1
2180	grid.7892.4	Macromolecular and Materials Chemistry	1
2181	grid.7892.4	Chemical Sciences	1
2182	grid.1008.9	Public Health and Health Services	1
2183	grid.4714.6	Public Health and Health Services	1
2184	grid.414271.5	Public Health and Health Services	1
2185	grid.239578.2	Public Health and Health Services	1
2186	grid.21200.31	Public Health and Health Services	1
2187	grid.21200.31	Medical and Health Sciences	1
2188	grid.413513.1	Public Health and Health Services	1
2189	grid.413513.1	Medical and Health Sciences	1
2190	grid.418248.3	Public Health and Health Services	1
2191	grid.1009.8	Public Health and Health Services	1
2192	grid.475435.4	Public Health and Health Services	1
2193	grid.410543.7	Public Health and Health Services	1
2194	grid.419432.9	Public Health and Health Services	1
2195	grid.419432.9	Medical and Health Sciences	1
2196	grid.413262.0	Public Health and Health Services	1
2197	grid.7445.2	Public Health and Health Services	1
2198	grid.414382.8	Public Health and Health Services	1
2199	grid.7080.f	Public Health and Health Services	1
2200	grid.7080.f	Medical and Health Sciences	1
2201	grid.469827.6	Information Systems	1
2202	grid.469827.6	Other Information and Computing Sciences	1
2203	grid.469827.6	Marketing	1
2204	grid.469827.6	Information and Computing Sciences	1
2205	grid.469827.6	Commerce, Management, Tourism and Services	1
2206	grid.448793.5	Information Systems	1
2207	grid.448793.5	Other Information and Computing Sciences	1
2208	grid.448793.5	Marketing	1
2209	grid.448793.5	Information and Computing Sciences	1
2210	grid.448793.5	Commerce, Management, Tourism and Services	1
2211	grid.452463.2	Good Health and Well Being	1
2212	grid.500035.3	Good Health and Well Being	1
2213	grid.15090.3d	Good Health and Well Being	1
2214	grid.477805.9	Good Health and Well Being	1
2215	grid.412282.f	Good Health and Well Being	1
2216	grid.4562.5	Good Health and Well Being	1
2217	grid.6936.a	Good Health and Well Being	1
2218	grid.15474.33	Good Health and Well Being	1
2219	grid.4567.0	Good Health and Well Being	1
2220	grid.10392.39	Good Health and Well Being	1
2221	grid.412468.d	Good Health and Well Being	1
2222	grid.470779.a	Good Health and Well Being	1
2223	grid.470779.a	Immunology	1
2224	grid.7307.3	Good Health and Well Being	1
2225	grid.7307.3	Immunology	1
2226	grid.7307.3	Medical and Health Sciences	1
2227	grid.410567.1	Good Health and Well Being	1
2228	grid.410567.1	Immunology	1
2229	grid.416438.c	Clinical Sciences	1
2230	grid.8664.c	Clinical Sciences	1
2231	grid.483420.9	Good Health and Well Being	1
2232	grid.483420.9	Clinical Sciences	1
2233	grid.461820.9	Good Health and Well Being	1
2234	grid.9764.c	Good Health and Well Being	1
2235	grid.9764.c	Clinical Sciences	1
2236	grid.7400.3	Clinical Sciences	1
2237	grid.491865.7	Good Health and Well Being	1
2238	grid.491865.7	Clinical Sciences	1
2239	grid.491865.7	Medical and Health Sciences	1
2240	grid.411095.8	Good Health and Well Being	1
2241	grid.9026.d	Good Health and Well Being	1
2242	grid.9026.d	Clinical Sciences	1
2243	grid.506258.c	Good Health and Well Being	1
2244	grid.506258.c	Clinical Sciences	1
2245	grid.506258.c	Medical and Health Sciences	1
2246	grid.8664.c	Neurosciences	1
2247	grid.10253.35	Good Health and Well Being	1
2248	grid.10253.35	Neurosciences	1
2249	grid.484013.a	Good Health and Well Being	1
2250	grid.412301.5	Neurosciences	1
2251	grid.440967.8	Good Health and Well Being	1
2252	grid.440967.8	Neurosciences	1
2253	grid.440967.8	Medical and Health Sciences	1
2254	grid.9764.c	Curriculum and Pedagogy	1
2255	grid.9764.c	Specialist Studies In Education	1
2256	grid.9764.c	Education	1
2257	grid.15711.33	Human Geography	1
2258	grid.15711.33	Policy and Administration	1
2259	grid.15711.33	Political Science	1
2260	grid.15711.33	Studies in Human Society	1
2261	grid.5326.2	Human Geography	1
2262	grid.5326.2	Policy and Administration	1
2263	grid.5326.2	Political Science	1
2264	grid.5326.2	Studies in Human Society	1
2265	grid.470779.a	Public Health and Health Services	1
2266	grid.411668.c	Public Health and Health Services	1
2267	grid.215654.1	Psychology	1
2268	grid.215654.1	Psychology and Cognitive Sciences	1
2269	grid.7400.3	Psychology	1
2270	grid.7400.3	Psychology and Cognitive Sciences	1
2271	grid.10211.33	Psychology	1
2272	grid.10211.33	Psychology and Cognitive Sciences	1
2273	grid.10854.38	Psychology	1
2274	grid.10854.38	Psychology and Cognitive Sciences	1
2275	grid.421064.5	Psychology	1
2276	grid.421064.5	Psychology and Cognitive Sciences	1
2277	grid.5254.6	Psychology	1
2278	grid.5254.6	Psychology and Cognitive Sciences	1
2279	grid.1007.6	Psychology	1
2280	grid.1007.6	Psychology and Cognitive Sciences	1
2281	grid.10548.38	Psychology	1
2282	grid.10548.38	Psychology and Cognitive Sciences	1
2283	grid.461663.0	Psychology	1
2284	grid.461663.0	Psychology and Cognitive Sciences	1
2285	grid.134907.8	Psychology	1
2286	grid.134907.8	Psychology and Cognitive Sciences	1
2287	grid.433014.1	Psychology	1
2288	grid.433014.1	Psychology and Cognitive Sciences	1
2289	grid.5600.3	Psychology	1
2290	grid.5600.3	Psychology and Cognitive Sciences	1
2291	grid.12380.38	Psychology	1
2292	grid.12380.38	Psychology and Cognitive Sciences	1
2293	grid.418972.1	Psychology	1
2294	grid.418972.1	Psychology and Cognitive Sciences	1
2295	grid.4818.5	Psychology	1
2296	grid.4818.5	Psychology and Cognitive Sciences	1
2297	grid.5734.5	Psychology	1
2298	grid.5734.5	Psychology and Cognitive Sciences	1
2299	grid.418009.4	Medical Microbiology	1
2300	grid.418009.4	Medical and Health Sciences	1
2301	grid.10423.34	Medical Microbiology	1
2302	grid.26790.3a	Biochemistry and Cell Biology	1
2303	grid.26790.3a	Biological Sciences	1
2304	grid.419524.f	Psychology and Cognitive Sciences	1
2305	grid.6906.9	Medical and Health Sciences	1
2306	grid.6906.9	Psychology and Cognitive Sciences	1
2307	grid.419517.f	Medical Microbiology	1
2308	grid.419517.f	Medical and Health Sciences	1
2309	grid.28056.39	Medical Microbiology	1
2310	grid.28056.39	Medical and Health Sciences	1
2311	grid.452235.7	Good Health and Well Being	1
2312	grid.412689.0	Clinical Sciences	1
2313	grid.412689.0	Medical and Health Sciences	1
2314	grid.412581.b	Oncology and Carcinogenesis	1
2315	grid.7010.6	Clinical Sciences	1
2316	grid.7010.6	Medical and Health Sciences	1
2317	grid.11835.3e	Commercial Services	1
2318	grid.11835.3e	Marketing	1
2319	grid.11835.3e	Tourism	1
2320	grid.11835.3e	Commerce, Management, Tourism and Services	1
2321	grid.9481.4	Commercial Services	1
2322	grid.9481.4	Marketing	1
2323	grid.9481.4	Tourism	1
2324	grid.9481.4	Commerce, Management, Tourism and Services	1
2325	grid.266685.9	Commercial Services	1
2326	grid.266685.9	Marketing	1
2327	grid.266685.9	Tourism	1
2328	grid.266685.9	Commerce, Management, Tourism and Services	1
2329	grid.4488.0	Specialist Studies In Education	1
2330	grid.4488.0	Education	1
2331	grid.4808.4	Specialist Studies In Education	1
2332	grid.4808.4	Education	1
2333	grid.7645.0	Specialist Studies In Education	1
2334	grid.7645.0	Education	1
2335	grid.4488.0	Forestry Sciences	1
2336	grid.4488.0	Applied Economics	1
2337	grid.4488.0	Policy and Administration	1
2338	grid.4488.0	Agricultural and Veterinary Sciences	1
2339	grid.4488.0	Economics	1
2340	grid.4488.0	Studies in Human Society	1
2341	grid.8183.2	Forestry Sciences	1
2342	grid.8183.2	Applied Economics	1
2343	grid.8183.2	Policy and Administration	1
2344	grid.8183.2	Agricultural and Veterinary Sciences	1
2345	grid.8183.2	Economics	1
2346	grid.8183.2	Studies in Human Society	1
2347	grid.8201.b	Forestry Sciences	1
2348	grid.8201.b	Applied Economics	1
2349	grid.8201.b	Policy and Administration	1
2350	grid.8201.b	Agricultural and Veterinary Sciences	1
2351	grid.8201.b	Economics	1
2352	grid.8201.b	Studies in Human Society	1
2353	grid.414142.6	Good Health and Well Being	1
2354	grid.414142.6	Clinical Sciences	1
2355	grid.414142.6	Medical and Health Sciences	1
2356	grid.497592.4	Good Health and Well Being	1
2357	grid.497592.4	Clinical Sciences	1
2358	grid.497592.4	Medical and Health Sciences	1
2359	grid.414128.a	Good Health and Well Being	1
2360	grid.414128.a	Clinical Sciences	1
2361	grid.414128.a	Medical and Health Sciences	1
2362	grid.203448.9	Good Health and Well Being	1
2363	grid.203448.9	Clinical Sciences	1
2364	grid.203448.9	Medical and Health Sciences	1
2365	grid.267198.3	Good Health and Well Being	1
2366	grid.267198.3	Clinical Sciences	1
2367	grid.267198.3	Medical and Health Sciences	1
2368	grid.9647.c	Good Health and Well Being	1
2369	grid.4488.0	Built Environment and Design	1
2370	grid.5570.7	Pharmacology and Pharmaceutical Sciences	1
2371	grid.461714.1	Pharmacology and Pharmaceutical Sciences	1
2372	grid.461714.1	Medical and Health Sciences	1
2373	grid.411097.a	Pharmacology and Pharmaceutical Sciences	1
2374	grid.489350.3	Zero Hunger	1
2375	grid.489350.3	Geology	1
2376	grid.489350.3	Environmental Science and Management	1
2377	grid.489350.3	Human Geography	1
2378	grid.489350.3	Earth Sciences	1
2379	grid.489350.3	Environmental Sciences	1
2380	grid.489350.3	Studies in Human Society	1
2381	grid.5361.1	Immunology	1
2382	grid.5361.1	Medical and Health Sciences	1
2383	grid.410712.1	Biochemistry and Cell Biology	1
2384	grid.410712.1	Biological Sciences	1
2385	grid.6582.9	Biochemistry and Cell Biology	1
2386	grid.6582.9	Biological Sciences	1
2387	grid.419547.a	Biochemistry and Cell Biology	1
2388	grid.419547.a	Biological Sciences	1
2389	grid.410569.f	Biochemistry and Cell Biology	1
2390	grid.410569.f	Biological Sciences	1
2391	grid.11835.3e	Psychology	1
2392	grid.11835.3e	Psychology and Cognitive Sciences	1
2393	grid.9481.4	Psychology	1
2394	grid.9481.4	Psychology and Cognitive Sciences	1
2395	grid.266685.9	Psychology	1
2396	grid.266685.9	Psychology and Cognitive Sciences	1
2397	grid.412835.9	Cardiorespiratory Medicine and Haematology	1
2398	grid.412835.9	Medical and Health Sciences	1
2399	grid.5949.1	Environmental Science and Management	1
2400	grid.5949.1	Ecology	1
2401	grid.5949.1	Environmental Sciences	1
2402	grid.420545.2	Environmental Science and Management	1
2403	grid.420545.2	Ecology	1
2404	grid.420545.2	Environmental Sciences	1
2405	grid.420545.2	Biological Sciences	1
2406	grid.493323.c	Environmental Science and Management	1
2407	grid.493323.c	Ecology	1
2408	grid.493323.c	Environmental Sciences	1
2409	grid.493323.c	Biological Sciences	1
2410	grid.437665.5	Environmental Science and Management	1
2411	grid.437665.5	Ecology	1
2412	grid.437665.5	Environmental Sciences	1
2413	grid.437665.5	Biological Sciences	1
2414	grid.13648.38	Biochemistry and Cell Biology	1
2415	grid.13648.38	Biological Sciences	1
2416	grid.17635.36	Biochemistry and Cell Biology	1
2417	grid.17635.36	Biological Sciences	1
2418	grid.416438.c	Immunology	1
2419	grid.275559.9	Immunology	1
2420	grid.506467.6	Clinical Sciences	1
2421	grid.506467.6	Medical and Health Sciences	1
2422	grid.250221.6	Clinical Sciences	1
2423	grid.250221.6	Medical and Health Sciences	1
2424	grid.47100.32	Clinical Sciences	1
2425	grid.420085.b	Clinical Sciences	1
2426	grid.420085.b	Medical and Health Sciences	1
2427	grid.5611.3	Clinical Sciences	1
2428	grid.5611.3	Medical and Health Sciences	1
2429	grid.7644.1	Clinical Sciences	1
2430	grid.7644.1	Medical and Health Sciences	1
2431	grid.411778.c	Cardiorespiratory Medicine and Haematology	1
2432	grid.11702.35	Cardiorespiratory Medicine and Haematology	1
2433	grid.11702.35	Medical and Health Sciences	1
2434	grid.449475.f	Public Health and Health Services	1
2435	grid.449475.f	Medical and Health Sciences	1
2436	grid.412570.5	Public Health and Health Services	1
2437	grid.412570.5	Medical and Health Sciences	1
2438	grid.487248.5	Public Health and Health Services	1
2439	grid.487248.5	Medical and Health Sciences	1
2440	grid.7468.d	Public Health and Health Services	1
2441	grid.6374.6	Artificial Intelligence and Image Processing	1
2442	grid.6374.6	Information and Computing Sciences	1
2443	grid.508721.9	Artificial Intelligence and Image Processing	1
2444	grid.508721.9	Information and Computing Sciences	1
2445	grid.5132.5	Artificial Intelligence and Image Processing	1
2446	grid.5132.5	Information and Computing Sciences	1
2447	grid.411760.5	Specialist Studies In Education	1
2448	grid.411760.5	Education	1
2449	grid.411097.a	Specialist Studies In Education	1
2450	grid.411097.a	Education	1
2451	grid.475435.4	Immunology	1
2452	grid.14778.3d	Neurosciences	1
2453	grid.6190.e	Neurosciences	1
2454	grid.9024.f	Neurosciences	1
2455	grid.10388.32	Neurosciences	1
2456	grid.475756.2	Neurosciences	1
2457	grid.22072.35	Zoology	1
2458	grid.22072.35	Anthropology	1
2459	grid.22072.35	Biological Sciences	1
2460	grid.22072.35	Studies in Human Society	1
2461	grid.507636.1	Zoology	1
2462	grid.507636.1	Anthropology	1
2463	grid.507636.1	Biological Sciences	1
